Código UFCD;UFCD;Carga Horária UFCD;Componente;Código Área de Formação;Designação Área de Formação;Código Qualificação;Qualificação;Nível QNQ;Nível QEQ
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213351;Técnico/a de Vídeo;4;4
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213356;Técnico/a de Animação 2D e 3D;4;4
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213375;Técnico/a de Desenho Digital 3D;4;4
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213377;Técnico/a de Design de Comunicação Gráfica;4;4
6673;Operações numéricas e estimação;25;Formação Científica;215;Artesanato;215019;Técnico/a de Vidro Artístico;4;4
6673;Operações numéricas e estimação;25;Formação Científica;215;Artesanato;215315;Técnico/a de Ourivesaria;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341024;Técnico/a Comercial;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341025;Técnico/a de Vendas;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341027;Técnico/a de Marketing;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341028;Técnico/a de Vitrinismo;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341029;Técnico/a de Logística;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341340;Técnico/a de Distribuição;4;4
6673;Operações numéricas e estimação;25;Formação Científica;341;Comércio;341346;Técnico/a de Comunicação e Serviço Digital;4;4
6673;Operações numéricas e estimação;25;Formação Científica;342;Marketing e Publicidade;342030;Técnico/a de Organização de Eventos;4;4
6673;Operações numéricas e estimação;25;Formação Científica;342;Marketing e Publicidade;342360;Técnico/a de Comunicação - Marketing, Relações Públicas e Publicidade;4;4
6673;Operações numéricas e estimação;25;Formação Científica;343;Finanças, Banca e Seguros;343031;Técnico/a Comercial Bancário/a;4;4
6673;Operações numéricas e estimação;25;Formação Científica;343;Finanças, Banca e Seguros;343303;Técnico/a de Banca e Seguros;4;4
6673;Operações numéricas e estimação;25;Formação Científica;344;Contabilidade e Fiscalidade;344032;Técnico/a de Contabilidade;4;4
6673;Operações numéricas e estimação;25;Formação Científica;345;Gestão e Administração;345033;Técnico/a de Apoio à Gestão;4;4
6673;Operações numéricas e estimação;25;Formação Científica;346;Secretariado e Trabalho Administrativo;346035;Técnico/a Administrativo/a;4;4
6673;Operações numéricas e estimação;25;Formação Científica;346;Secretariado e Trabalho Administrativo;346036;Técnico/a de Secretariado;4;4
6673;Operações numéricas e estimação;25;Formação Científica;347;Enquadramento na Organização/Empresa;347037;Técnico/a da Qualidade;4;4
6673;Operações numéricas e estimação;25;Formação Científica;347;Enquadramento na Organização/Empresa;347242;Técnico/a de Relações Laborais;4;4
6673;Operações numéricas e estimação;25;Formação Científica;481;Ciências Informáticas;481039;Técnico/a de Informática - Sistemas;4;4
6673;Operações numéricas e estimação;25;Formação Científica;481;Ciências Informáticas;481040;Programador/a de Informática;4;4
6673;Operações numéricas e estimação;25;Formação Científica;481;Ciências Informáticas;481041;Técnico/a de Informática - Instalação e Gestão de Redes;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521052;Técnico/a de Maquinação e Programação CNC;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521053;Técnico/a de Planeamento Industrial de Metalurgia e Metalomecânica;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521054;Técnico/a de Desenho de Construções Mecânicas;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521055;Técnico/a de Desenho de Moldes;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521056;Técnico/a de Desenho de Cunhos e Cortantes;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521221;Técnico/a de CAD/CAM;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521222;Técnico/a de Projeto de Moldes e Modelos - Fundição;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521223;Técnico/a de Laboratório - Fundição;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521261;Técnico/a de Produção Aeronáutica - Processos Especiais;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521262;Técnico/a de Produção Aeronáutica - Maquinação CNC;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521263;Técnico/a de Produção Aeronáutica - Produção e Transformação de Compósitos;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521318;Técnico/a de Projeto Aeronáutico;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521336;Técnico/a de Fabrico e Manutenção de Cunhos e Cortantes;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521338;Técnico/a de Produção e Montagem de Moldes;4;4
6673;Operações numéricas e estimação;25;Formação Científica;521;Metalurgia e Metalomecânica;521364;Técnico/a de Produção Aeronáutica - Qualidade e Controlo Industrial;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522063;Desenhador/a de Sistemas de Refrigeração e Climatização;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522064;Técnico/a de Refrigeração e Climatização;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522212;Técnico/a Instalador/a de Sistemas Solares Fotovoltaicos;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522213;Técnico/a Instalador/a de Sistemas Eólicos;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522237;Técnico/a de Eletrotecnia;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522238;Técnico/a de Instalações Elétricas;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522348;Técnico/a Instalador/a de Sistemas Térmicos de Energias Renováveis;4;4
6673;Operações numéricas e estimação;25;Formação Científica;522;Eletricidade e Energia;522382;Técnico/a Supervisor/a de Redes e Aparelhos a Gás;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523077;Técnico/a de Eletrónica e Telecomunicações;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523079;Técnico/a de Eletrónica, Áudio, Vídeo e TV;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523080;Técnico/a de Eletrónica, Automação e Computadores;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523267;Técnico/a de Mecatrónica;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523268;Técnico/a de Eletrónica, Automação e Comando;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523269;Técnico/a de Eletrónica, Automação e Instrumentação;4;4
6673;Operações numéricas e estimação;25;Formação Científica;523;Eletrónica e Automação;523270;Técnico/a de Eletrónica Médica;4;4
6673;Operações numéricas e estimação;25;Formação Científica;524;Tecnologia dos Processos Químicos;524082;Técnico/a de Análise Laboratorial;4;4
6673;Operações numéricas e estimação;25;Formação Científica;524;Tecnologia dos Processos Químicos;524210;Técnico/a de Química Industrial;4;4
6673;Operações numéricas e estimação;25;Formação Científica;524;Tecnologia dos Processos Químicos;524RA001;Técnico/a de Fabrico de Produtos Biotecnológicos;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525089;Técnico/a de Mecatrónica Automóvel;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525091;Técnico/a de Aprovisionamento e Venda de Peças;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525092;Técnico/a de Receção/Orçamentação de Oficina;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525093;Técnico/a de Produção Automóvel;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525094;Técnico/a de Construção Naval/Embarcações de Recreio;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525260;Técnico/a de Produção Aeronáutica - Montagem de Estruturas;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525327;Técnico/a de Reparação e Pintura de Carroçarias;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525365;Mecânico/a de Aeronaves e de Material de Voo;4;4
6673;Operações numéricas e estimação;25;Formação Científica;525;Construção e Reparação de Veículos a Motor;525383;Técnico/a de Mecatrónica de Motociclos;4;4
6673;Operações numéricas e estimação;25;Formação Científica;541;Indústrias Alimentares;541097;Técnico/a de Controlo de Qualidade Alimentar;4;4
6673;Operações numéricas e estimação;25;Formação Científica;541;Indústrias Alimentares;541354;Técnico/a de Indústrias Alimentares;4;4
6673;Operações numéricas e estimação;25;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542103;Técnico/a de Desenho de Vestuário;4;4
6673;Operações numéricas e estimação;25;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542107;Técnico/a de Design de Moda;4;4
6673;Operações numéricas e estimação;25;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542108;Técnico/a de Enobrecimento Têxtil;4;4
6673;Operações numéricas e estimação;25;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542109;Técnico/a de Tecelagem;4;4
